"SYMBOL","ENTREZID"
"SDK2","54549"
"SEC13","6396"
"SEC14L3","266629"
"SEC16A","9919"
"SEC23B","10483"
"SECISBP2L","9728"
"SEL1L","6400"
"SELE","6401"
"SELENBP1","8991"
"SELENOT","51714"
"SELL","6402"
"SELP","6403"
"SELPLG","6404"
"SEMA3A","10371"
"SEMA3C","10512"
"SEMA3D","223117"
"SEMA3F","6405"
"SEMA4B","10509"
"SEMA4C","54910"
"SEMA4D","10507"
"SEMA7A","8482"
"SENP1","29843"
"SENP6","26054"
"SEPTIN5","5413"
"SEPTIN6","23157"
"SEPTIN9","10801"
"SERPINA12","145264"
"SERPINA3","12"
"SERPINA5","5104"
"SERPINA9","327657"
"SERPINB2","5055"
"SERPINB3","6317"
"SERPINB4","6318"
"SERPINB5","5268"
"SERPINB7","8710"
"SERPINB9","5272"
"SERPINC1","462"
"SERPIND1","3053"
"SERPINE1","5054"
"SERPINF2","5345"
"SERPINH1","871"
"SERPINI2","5276"
"SESN2","83667"
"SESN3","143686"
"SETD4","54093"
"SETDB1","9869"
"SEZ6L","23544"
"SEZ6L2","26470"
"SF3A1","10291"
"SF3B1","23451"
"SF3B3","23450"
"SF3B4","10262"
"SFPQ","6421"
"SFRP1","6422"
"SFRP2","6423"
"SFRP4","6424"
"SFRP5","6425"
"SFSWAP","6433"
"SFXN1","94081"
"SFXN2","118980"
"SGCA","6442"
"SGK1","6446"
"SGSH","6448"
"SH2B2","10603"
"SH2D1A","4068"
"SH2D1B","117157"
"SH2D2A","9047"
"SH2D3C","10044"
"SH3BGR","6450"
"SH3BGRL2","83699"
"SH3BP5","9467"
"SH3BP5L","80851"
"SH3GLB2","56904"
"SH3RF2","153769"
"SH3TC2","79628"
"SHANK3","85358"
"SHARPIN","81858"
"SHBG","6462"
"SHC1","6464"
"SHC4","399694"
"SHFL","55337"
"SHH","6469"
"SHLD1","149840"
"SHLD2","54537"
"SHMT1","6470"
"SHMT2","6472"
"SHOX","6473"
"SHROOM1","134549"
"SIAE","54414"
"SIAH1","6477"
"SIGIRR","59307"
"SIGLEC1","6614"
"SIGLEC11","114132"
"SIGLEC6","946"
"SIGLEC7","27036"
"SIGLEC9","27180"
"SIGMAR1","10280"
"SIK2","23235"
"SIK3","23387"
"SIM2","6493"
"SIMC1","375484"
"SIN3A","25942"
"SINHCAF","58516"
"SIRPA","140885"
"SIRPB1","10326"
"SIRPG","55423"
"SIRT1","23411"
"SIRT2","22933"
"SIRT3","23410"
"SIRT6","51548"
"SIRT7","51547"
"SIX1","6495"
"SKA3","221150"
"SKP1","6500"
"SKP2","6502"
"SLAMF1","6504"
"SLAMF6","114836"
"SLAMF7","57823"
"SLAMF8","56833"
"SLC10A1","6554"
"SLC11A1","6556"
"SLC11A2","4891"
"SLC12A2","6558"
"SLC12A6","9990"
"SLC15A1","6564"
"SLC16A1","6566"
"SLC16A4","9122"
"SLC16A9","220963"
"SLC17A5","26503"
"SLC17A6","57084"
"SLC17A7","57030"
"SLC17A8","246213"
"SLC18A2","6571"
"SLC19A1","6573"
"SLC1A1","6505"
"SLC1A2","6506"
"SLC1A3","6507"
"SLC1A5","6510"
"SLC20A2","6575"
"SLC22A1","6580"
"SLC22A12","116085"
"SLC22A2","6582"
"SLC22A4","6583"
"SLC22A5","6584"
"SLC22A8","9376"
"SLC22A9","114571"
"SLC23A2","9962"
"SLC24A1","9187"
"SLC24A4","123041"
"SLC25A1","6576"
"SLC25A10","1468"
"SLC25A11","8402"
"SLC25A13","10165"
"SLC25A17","10478"
"SLC25A31","83447"
"SLC25A39","51629"
"SLC25A4","291"
"SLC25A40","55972"
"SLC26A2","1836"
"SLC26A3","1811"
"SLC29A1","2030"
"SLC29A3","55315"
"SLC2A1","6513"
"SLC2A2","6514"
"SLC2A3","6515"
"SLC2A4","6517"
"SLC2A4RG","56731"
"SLC2A9","56606"
"SLC30A7","148867"
"SLC30A8","169026"
"SLC35E1","79939"
"SLC35G2","80723"
"SLC37A4","2542"
"SLC38A7","55238"
"SLC39A11","201266"
"SLC39A8","64116"
"SLC39A9","55334"
"SLC3A1","6519"
"SLC3A2","6520"
"SLC40A1","30061"
"SLC43A2","124935"
"SLC4A1","6521"
"SLC4A1AP","22950"
"SLC5A1","6523"
"SLC5A2","6524"
"SLC5A3","6526"
"SLC5A5","6528"
"SLC5A7","60482"
"SLC6A1","6529"
"SLC6A12","6539"
"SLC6A17","388662"
"SLC6A2","6530"
"SLC6A3","6531"
"SLC6A4","6532"
"SLC6A5","9152"
"SLC6A9","6536"
"SLC7A11","23657"
"SLC7A5","8140"
"SLC7A7","9056"
"SLC9A1","6548"
"SLC9A3","6550"
"SLC9A3R1","9368"
"SLC9A3R2","9351"
"SLCO1B1","10599"
"SLCO1B3","28234"
"SLCO1C1","53919"
"SLCO2B1","11309"
"SLFN11","91607"
"SLFN5","162394"
"SLIT2","9353"
"SLIT3","6586"
"SLITRK1","114798"
"SLITRK2","84631"
"SLITRK4","139065"
"SLITRK5","26050"
"SLMAP","7871"
"SMAD1","4086"
"SMAD2","4087"
"SMAD3","4088"
"SMAD4","4089"
"SMAD7","4092"
"SMAP2","64744"
"SMARCA1","6594"
"SMARCA2","6595"
"SMARCA4","6597"
"SMARCA5","8467"
"SMARCAD1","56916"
"SMARCAL1","50485"
"SMARCB1","6598"
"SMARCC1","6599"
"SMARCE1","6605"
"SMC1A","8243"
"SMC3","9126"
"SMC4","10051"
"SMCHD1","23347"
"SMN1","6606"
"SMN2","6607"
"SMO","6608"
"SMOC1","64093"
"SMOC2","64094"
"SMOX","54498"
"SMPD1","6609"
"SMPD3","55512"
"SMPDL3B","27293"
"SMTN","6525"
"SMURF1","57154"
"SMURF2","64750"
"SMYD3","64754"
"SNAI1","6615"
"SNAI2","6591"
"SNAP23","8773"
"SNAP25","6616"
"SNAP47","116841"
"SNCA","6622"
"SND1","27044"
"SNHG1","23642"
"SNHG11","128439"
"SNHG15","285958"
"SNHG17","388796"
"SNHG8","100093630"
"SNRNP200","23020"
"SNRPB","6628"
"SNRPD1","6632"
"SNRPD3","6634"
"SNTB2","6645"
"SNTG2","54221"
"SNURF","8926"
"SNX1","6642"
"SNX10","29887"
"SNX11","29916"
"SNX15","29907"
"SNX16","64089"
"SNX17","9784"
"SNX19","399979"
"SNX27","81609"
"SNX29","92017"
"SNX30","401548"
"SNX33","257364"
"SNX4","8723"
"SNX8","29886"
"SOAT1","6646"
"SOCS1","8651"
"SOCS2","8835"
"SOCS3","9021"
"SOD1","6647"
"SOD3","6649"
"SOHLH2","54937"
"SORCS1","114815"
"SORCS2","57537"
"SORD","6652"
"SORL1","6653"
"SORT1","6272"
"SOS1","6654"
"SOST","50964"
"SOSTDC1","25928"
"SOX1","6656"
"SOX10","6663"
"SOX11","6664"
"SOX14","8403"
"SOX17","64321"
"SOX18","54345"
"SOX2","6657"
"SOX2-OT","347689"
"SOX21","11166"
"SOX30","11063"
"SOX5","6660"
"SOX6","55553"
"SOX8","30812"
"SOX9","6662"
"SP1","6667"
"SP110","3431"
"SP140","11262"
"SP3","6670"
"SP9","100131390"
"SPA17","53340"
"SPAAR","158376"
"SPAG1","6674"
"SPAG17","200162"
"SPAG5","10615"
"SPAG6","9576"
"SPAG8","26206"
"SPANXB1","728695"
"SPART","23111"
"SPATA16","83893"
"SPATA18","132671"
"SPATA22","84690"
"SPATA4","132851"
"SPATA5","166378"
"SPATA5L1","79029"
"SPATA7","55812"
"SPATS2","65244"
"SPATS2L","26010"
"SPDYA","245711"
"SPECC1","92521"
"SPECC1L","23384"
"SPHK1","8877"
"SPI1","6688"
"SPIB","6689"
"SPICE1","152185"
"SPIN1","10927"
"SPIN2A","54466"
"SPIN3","169981"
"SPINK7","84651"
"SPN","6693"
"SPO11","23626"
"SPOCK1","6695"
"SPON1","10418"
"SPON2","10417"
"SPPL2A","84888"
"SPRR1B","6699"
"SPRR3","6707"
"SPRY2","10253"
"SPRYD7","57213"
"SPTA1","6708"
"SPTBN1","6711"
"SPZ1","84654"
"SQLE","6713"
"SQSTM1","8878"
"SRA1","10011"
"SRC","6714"
"SRCAP","10847"
"SRCIN1","80725"
"SRD5A1","6715"
"SRD5A2","6716"
"SRD5A3","79644"
"SREBF1","6720"
"SREBF2","6721"
"SRF","6722"
"SRFBP1","153443"
"SRI","6717"
"SRPK1","6732"
"SRPX","8406"
"SRSF1","6426"
"SRSF2","6427"
"SRY","6736"
"SS18","6760"
"SSB","6741"
"SSBP3","23648"
"SSRP1","6749"
"SSTR1","6751"
"SSTR2","6752"
"SSTR3","6753"
"SSTR4","6754"
"SSTR5","6755"
"SSX1","6756"
"SSX2","6757"
"SSX2IP","117178"
"SSX4","6759"
"ST14","6768"
"ST3GAL1","6482"
"ST3GAL3","6487"
"ST3GAL4","6484"
"ST6GAL1","6480"
"ST6GALNAC1","55808"
"STAB1","23166"
"STAC3","246329"
"STAP1","26228"
"STAR","6770"
"STAT1","6772"
"STAT2","6773"
"STAT3","6774"
"STAT4","6775"
"STAT5A","6776"
"STAT5B","6777"
"STAT6","6778"
"STAU1","6780"
"STAU2","27067"
"STC2","8614"
"STEAP1","26872"
"STEAP4","79689"
"STH","246744"
"STIL","6491"
"STIM1","6786"
"STIM2","57620"
"STK11","6794"
"STK16","8576"
"STK3","6788"
"STK31","56164"
"STK32A","202374"
"STK32C","282974"
"STK33","65975"
"STK35","140901"
"STK39","27347"
"STK4","6789"
"STK40","83931"
"STMN1","3925"
"STMN2","11075"
"STMN3","50861"
"STOML1","9399"
"STRIP1","85369"
"STRIP2","57464"
"STRN3","29966"
"STRN4","29888"
"STS","412"
"STUB1","10273"
"STX11","8676"
"STX1A","6804"
"STX7","8417"
"STXBP4","252983"
"STXBP5","134957"
"STYK1","55359"
"SUGCT","79783"
"SUGP2","10147"
"SULF1","23213"
"SULF2","55959"
"SULT1A1","6817"
"SULT2A1","6822"
"SUMO1","7341"
"SUMO4","387082"
"SUPV3L1","6832"
"SURF6","6838"
"SUV39H1","6839"
"SV2C","22987"
"SVEP1","79987"
"SVIL","6840"
"SWT1","54823"
"SYCP1","6847"
"SYK","6850"
"SYNCRIP","10492"
"SYNGR3","9143"
"SYNM","23336"
"SYNPO2","171024"
"SYNRG","11276"
"SYP","6855"
"SYT16","83851"
"SYTL2","54843"
"SYVN1","84447"
"TAB1","10454"
"TAB2","23118"
"TAC1","6863"
"TAC3","6866"
"TAC4","255061"
"TACC2","10579"
"TACR1","6869"
"TACR2","6865"
"TACR3","6870"
"TADA2A","6871"
"TAF1","6872"
"TAFA4","151647"
"TAFA5","25817"
"TAGLN","6876"
"TAL1","6886"
"TAL2","6887"
"TANGO2","128989"
"TAP1","6890"
"TAP2","6891"
"TARDBP","23435"
"TAS2R38","5726"
"TASOR","23272"
"TASOR2","54906"
"TBC1D22B","55633"
"TBC1D30","23329"
"TBC1D8B","54885"
"TBCK","93627"
"TBK1","29110"
"TBL1Y","90665"
"TBL2","26608"
"TBP","6908"
"TBR1","10716"
"TBRG4","9238"
"TBX15","6913"
"TBX19","9095"
"TBX2","6909"
"TBX21","30009"
"TBX3","6926"
"TBX4","9496"
"TBX5","6910"
"TBXA2R","6915"
"TBXAS1","6916"
"TC2N","123036"
"TCEA3","6920"
"TCEANC","170082"
"TCEANC2","127428"
"TCERG1L","256536"
"TCF20","6942"
"TCF21","6943"
"TCF3","6929"
"TCF4","6925"
"TCF7","6932"
"TCF7L2","6934"
"TCFL5","10732"
"TCIM","56892"
"TCL1A","8115"
"TCOF1","6949"
"TCP1","6950"
"TDGF1","6997"
"TDO2","6999"
"TDRD3","81550"
"TDRD7","23424"
"TEC","7006"
"TECPR1","25851"
"TEDC1","283643"
"TEFM","79736"
"TEK","7010"
"TEKT1","83659"
"TEKT3","64518"
"TEKT4","150483"
"TELO2","9894"
"TENT5B","115572"
"TENT5C","54855"
"TERF1","7013"
"TERF2","7014"
"TERT","7015"
"TES","26136"
"TESK2","10420"
"TET1","80312"
"TET2","54790"
"TEX11","56159"
"TEX14","56155"
"TEX30","93081"
"TEX35","84066"
"TFAM","7019"
"TFAP2A","7020"
"TFAP2B","7021"
"TFE3","7030"
"TFEB","7942"
"TFF1","7031"
"TFF2","7032"
"TFF3","7033"
"TFPI","7035"
"TFPI2","7980"
"TFR2","7036"
"TFRC","7037"
"TG","7038"
"TGFA","7039"
"TGFB1","7040"
"TGFB1I1","7041"
"TGFB2","7042"
"TGFB3","7043"
"TGFBR1","7046"
"TGFBR2","7048"
"TGFBR3","7049"
"TGM1","7051"
"TGM2","7052"
"TGM3","7053"
"TGM4","7047"
"TGM6","343641"
"TH","7054"
"THAP11","57215"
"THAP2","83591"
"THAP3","90326"
"THBD","7056"
"THBS1","7057"
"THBS2","7058"
"THEM6","51337"
"THEMIS","387357"
"THEMIS2","9473"
"THPO","7066"
"THRA","7067"
"THRB","7068"
"THUMPD3","25917"
"THY1","7070"
"THYN1","29087"
"TIAM1","7074"
"TIAM2","26230"
"TICAM1","148022"
"TICAM2","353376"
"TICRR","90381"
"TIE1","7075"
"TIGD5","84948"
"TIGIT","201633"
"TIMD4","91937"
"TIMM29","90580"
"TIMM50","92609"
"TIMP2","7077"
"TIMP4","7079"
"TINAG","27283"
"TINAGL1","64129"
"TIPARP","25976"
"TIRAP","114609"
"TJP1","7082"
"TJP2","9414"
"TK1","7083"
"TKT","7086"
"TKTL1","8277"
"TLE6","79816"
"TLK1","9874"
"TLK2","11011"
"TLR1","7096"
"TLR10","81793"
"TLR2","7097"
"TLR3","7098"
"TLR4","7099"
"TLR5","7100"
"TLR6","10333"
"TLR7","51284"
"TLR8","51311"
"TLR9","54106"
"TM4SF5","9032"
"TM6SF2","53345"
"TM9SF4","9777"
"TMA16","55319"
"TMBIM4","51643"
"TMEFF2","23671"
"TMEM100","55273"
"TMEM106B","54664"
"TMEM109","79073"
"TMEM119","338773"
"TMEM120B","144404"
"TMEM123","114908"
"TMEM126A","84233"
"TMEM130","222865"
"TMEM14C","51522"
"TMEM164","84187"
"TMEM173","340061"
"TMEM185A","84548"
"TMEM192","201931"
"TMEM200A","114801"
"TMEM201","199953"
"TMEM209","84928"
"TMEM237","65062"
"TMEM33","55161"
"TMEM39A","55254"
"TMEM43","79188"
"TMEM45A","55076"
"TMEM45B","120224"
"TMEM97","27346"
"TMEM98","26022"
"TMEM9B","56674"
"TMIGD2","126259"
"TMPO","7112"
"TMPRSS11E","28983"
"TMPRSS13","84000"
"TMPRSS2","7113"
"TMPRSS6","164656"
"TMTC3","160418"
"TMTC4","84899"
"TMUB2","79089"
"TMX1","81542"
"TMX2","51075"
"TNC","3371"
"TNF","7124"
"TNFAIP8","25816"
"TNFRSF10A","8797"
"TNFRSF10B","8795"
"TNFRSF10C","8794"
"TNFRSF10D","8793"
"TNFRSF11A","8792"
"TNFRSF11B","4982"
"TNFRSF12A","51330"
"TNFRSF13B","23495"
"TNFRSF13C","115650"
"TNFRSF14","8764"
"TNFRSF17","608"
"TNFRSF18","8784"
"TNFRSF1A","7132"
"TNFRSF1B","7133"
"TNFRSF21","27242"
"TNFRSF6B","8771"
"TNFRSF8","943"
"TNFRSF9","3604"
"TNFSF10","8743"
"TNFSF11","8600"
"TNFSF12","8742"
"TNFSF13","8741"
"TNFSF13B","10673"
"TNFSF14","8740"
"TNFSF15","9966"
"TNFSF18","8995"
"TNFSF4","7292"
"TNFSF8","944"
"TNFSF9","8744"
"TNIP1","10318"
"TNK2","10188"
"TNKS","8658"
"TNMD","64102"
"TNNI3","7137"
"TNNT2","7139"
"TNPO3","23534"
"TNR","7143"
"TNS2","23371"
"TNS4","84951"
"TNXB","7148"
"TOLLIP","54472"
"TOM1L2","146691"
"TOMM34","10953"
"TOMM40","10452"
"TONSL","4796"
"TOP1","7150"
"TOP1MT","116447"
"TOP2A","7153"
"TOP2B","7155"
"TOP3B","8940"
"TOPBP1","11073"
"TOR1A","1861"
"TOR3A","64222"
"TOX","9760"
"TOX2","84969"
"TOX4","9878"
"TP53","7157"
"TP53BP1","7158"
"TP53BP2","7159"
"TP63","8626"
"TP73","7161"
"TPBG","7162"
"TPCN1","53373"
"TPH1","7166"
"TPH2","121278"
"TPM1","7168"
"TPM2","7169"
"TPMT","7172"
"TPPP","11076"
"TPPP3","51673"
"TPTE","7179"
"TPX2","22974"
"TRAF1","7185"
"TRAF2","7186"
"TRAF3","7187"
"TRAF3IP2","10758"
"TRAF3IP3","80342"
"TRAF4","9618"
"TRAF5","7188"
"TRAF6","7189"
"TRAFD1","10906"
"TRAP1","10131"
"TRDC","28526"
"TREM1","54210"
"TREM2","54209"
"TREML2","79865"
"TREX1","11277"
"TREX2","11219"
"TRH","7200"
"TRHR","7201"
"TRIB1","10221"
"TRIB2","28951"
"TRIB3","57761"
"TRIM21","6737"
"TRIM23","373"
"TRIM25","7706"
"TRIM27","5987"
"TRIM28","10155"
"TRIM47","91107"
"TRIM5","85363"
"TRIM55","84675"
"TRIM65","201292"
"TRIM66","9866"
"TRIM67","440730"
"TRIP13","9319"
"TRMT1L","81627"
"TRMT2A","27037"
"TRO","7216"
"TRPA1","8989"
"TRPC1","7220"
"TRPC3","7222"
"TRPC4","7223"
"TRPC5","7224"
"TRPC6","7225"
"TRPC7","57113"
"TRPM1","4308"
"TRPM2","7226"
"TRPM3","80036"
"TRPM4","54795"
"TRPM6","140803"
"TRPM7","54822"
"TRPM8","79054"
"TRPS1","7227"
"TRPV1","7442"
"TRPV4","59341"
"TRPV6","55503"
"TRRAP","8295"
"TRUB1","142940"
"TSBP1","10665"
"TSC1","7248"
"TSC2","7249"
"TSG101","7251"
"TSHR","7253"
"TSHZ1","10194"
"TSLP","85480"
"TSNAXIP1","55815"
"TSPAN10","83882"
"TSPAN12","23554"
"TSPAN13","27075"
"TSPAN14","81619"
"TSPAN18","90139"
"TSPAN3","10099"
"TSPAN31","6302"
"TSPAN4","7106"
"TSPAN7","7102"
"TSPAN8","7103"
"TSPAN9","10867"
"TSPO","706"
"TSPOAP1","9256"
"TSPY1","7258"
"TSPYL5","85453"
"TSSC4","10078"
"TSSK1B","83942"
"TSSK3","81629"
"TTC12","54970"
"TTC23","64927"
"TTC23L","153657"
"TTC4","7268"
"TTC9C","283237"
"TTI1","9675"
"TTK","7272"
"TTPA","7274"
"TUBA4A","7277"
"TUBB","203068"
"TUBB2A","7280"
"TUBB2B","347733"
"TUBB3","10381"
"TUBB4A","10382"
"TUBB6","84617"
"TUBD1","51174"
"TUBG1","7283"
"TUFM","7284"
"TUSC2","11334"
"TWIST1","7291"
"TWIST2","117581"
"TWSG1","57045"
"TXK","7294"
"TXNDC16","57544"
"TXNDC9","10190"
"TXNRD1","7296"
"TYK2","7297"
"TYMP","1890"
"TYMS","7298"
"TYRO3","7301"
"U2AF1","7307"
"U2AF2","11338"
"UBA1","7317"
"UBAP2","55833"
"UBAP2L","9898"
"UBASH3A","53347"
"UBASH3B","84959"
"UBD","10537"
"UBE2C","11065"
"UBE2D1","7321"
"UBE2D2","7322"
"UBE2D3","7323"
"UBE2I","7329"
"UBE2L3","7332"
"UBE2T","29089"
"UBE3A","7337"
"UBE4B","10277"
"UBR3","130507"
"UBR5","51366"
"UBTF","7343"
"UCA1","652995"
"UCHL1","7345"
"UCN","7349"
"UCP2","7351"
"UEVLD","55293"
"UFC1","51506"
"UGDH","7358"
"UGT1A1","54658"
"UGT1A4","54657"
"UGT1A9","54600"
"UGT2B17","7367"
"UGT2B7","7364"
"UHRF1","29128"
"ULBP2","80328"
"ULK1","8408"
"ULK2","9706"
"UMOD","7369"
"UMPS","7372"
"UNC119","9094"
"UNC13A","23025"
"UNC45A","55898"
"UNC5A","90249"
"UNG","7374"
"UPF1","5976"
"UPK1A","11045"
"UPK2","7379"
"UPK3A","7380"
"UPK3B","105375355"
"UQCC1","55245"
"UQCC3","790955"
"URB1","9875"
"URGCP","55665"
"USF1","7391"
"USP10","9100"
"USP11","8237"
"USP27X","389856"
"USP29","57663"
"USP32","84669"
"USP36","57602"
"USP38","84640"
"USP5","8078"
"USP53","54532"
"USP6","9098"
"USP7","7874"
"USP9Y","8287"
"UTP23","84294"
"UTRN","7402"
"UTS2","10911"
"VAMP3","9341"
"VAMP5","10791"
"VAPB","9217"
"VASP","7408"
"VAV1","7409"
"VAV3","10451"
"VAX1","11023"
"VCAM1","7412"
"VCL","7414"
"VDAC1","7416"
"VDAC2","7417"
"VDR","7421"
"VEGFA","7422"
"VEGFB","7423"
"VEGFC","7424"
"VEGFD","2277"
"VGF","7425"
"VGLL1","51442"
"VGLL3","389136"
"VHL","7428"
"VIM","7431"
"VIP","7432"
"VIPR1","7433"
"VIPR2","7434"
"VLDLR","7436"
"VPS13A","23230"
"VPS13B","157680"
"VPS35","55737"
"VPS37B","79720"
"VPS4A","27183"
"VPS50","55610"
"VSIG2","23584"
"VSIG4","11326"
"VSIR","64115"
"VSNL1","7447"
"VSTM1","284415"
"VSTM2B","342865"
"VSTM2L","128434"
"VSX2","338917"
"VTCN1","79679"
"VWA8","23078"
"WAPL","23063"
"WARS","7453"
"WAS","7454"
"WASHC2A","387680"
"WASHC3","51019"
"WASHC4","23325"
"WASL","8976"
"WBP2","23558"
"WDFY3","23001"
"WDFY4","57705"
"WDHD1","11169"
"WDR12","55759"
"WDR26","80232"
"WDR37","22884"
"WDR5","11091"
"WDR55","54853"
"WDR72","256764"
"WDR74","54663"
"WDR77","79084"
"WDR81","124997"
"WDR90","197335"
"WEE1","7465"
"WEE2","494551"
"WFDC1","58189"
"WFS1","7466"
"WNT1","7471"
"WNT11","7481"
"WNT2","7472"
"WNT3","7473"
"WNT3A","89780"
"WNT4","54361"
"WNT5A","7474"
"WNT5B","81029"
"WNT7B","7477"
"WRAP73","49856"
"WRN","7486"
"WT1","7490"
"WWC1","23286"
"WWOX","51741"
"WWP1","11059"
"WWP2","11060"
"WWTR1","25937"
"XBP1","7494"
"XCL2","6846"
"XCR1","2829"
"XDH","7498"
"XIAP","331"
"XIRP1","165904"
"XPA","7507"
"XPC","7508"
"XPNPEP1","7511"
"XPNPEP3","63929"
"XPO1","7514"
"XPO5","57510"
"XPO6","23214"
"XPO7","23039"
"XPR1","9213"
"XRCC1","7515"
"XRCC2","7516"
"XRCC3","7517"
"XRCC4","7518"
"XRCC5","7520"
"XRCC6","2547"
"YAP1","10413"
"YES1","7525"
"YIF1B","90522"
"YIPF1","54432"
"YIPF5","81555"
"YJEFN3","374887"
"YLPM1","56252"
"YTHDC2","64848"
"YTHDF1","54915"
"YTHDF3","253943"
"YWHAQ","10971"
"YWHAZ","7534"
"YY1","7528"
"YY1AP1","55249"
"ZAN","7455"
"ZAP70","7535"
"ZBED9","114821"
"ZBP1","81030"
"ZBTB1","22890"
"ZBTB10","65986"
"ZBTB16","7704"
"ZBTB21","49854"
"ZBTB25","7597"
"ZBTB3","79842"
"ZBTB33","10009"
"ZBTB4","57659"
"ZBTB40","9923"
"ZBTB48","3104"
"ZBTB49","166793"
"ZC2HC1A","51101"
"ZC3H12A","80149"
"ZC3H12D","340152"
"ZC3H18","124245"
"ZC3H7A","29066"
"ZC3HAV1L","92092"
"ZC4H2","55906"
"ZCCHC10","54819"
"ZCCHC17","51538"
"ZCCHC2","54877"
"ZCCHC3","85364"
"ZCCHC8","55596"
"ZDHHC17","23390"
"ZDHHC22","283576"
"ZEB1","6935"
"ZEB2","9839"
"ZER1","10444"
"ZFAND5","7763"
"ZFAT","57623"
"ZFHX3","463"
"ZFHX4","79776"
"ZFP57","346171"
"ZFPL1","7542"
"ZFX","7543"
"ZFYVE1","53349"
"ZFYVE21","79038"
"ZFYVE26","23503"
"ZGRF1","55345"
"ZHX3","23051"
"ZIC2","7546"
"ZIC4","84107"
"ZMIZ1","57178"
"ZMIZ2","83637"
"ZMPSTE24","10269"
"ZMYM1","79830"
"ZMYM3","9203"
"ZMYND10","51364"
"ZMYND19","116225"
"ZNF106","64397"
"ZNF142","7701"
"ZNF165","7718"
"ZNF177","7730"
"ZNF232","7775"
"ZNF280C","55609"
"ZNF281","23528"
"ZNF296","162979"
"ZNF326","284695"
"ZNF341","84905"
"ZNF346","23567"
"ZNF395","55893"
"ZNF408","79797"
"ZNF410","57862"
"ZNF449","203523"
"ZNF451","26036"
"ZNF469","84627"
"ZNF512","84450"
"ZNF592","9640"
"ZNF608","57507"
"ZNF639","51193"
"ZNF683","257101"
"ZNF687","57592"
"ZNF76","7629"
"ZNF768","79724"
"ZNF8","7554"
"ZNF804A","91752"
"ZNF827","152485"
"ZNF829","374899"
"ZPR1","8882"
"ZSCAN1","284312"
"ZSCAN12","9753"
"ZSCAN16","80345"
"ZSCAN20","7579"
"ZSCAN26","7741"
"ZSWIM6","57688"
"ZUP1","221302"
"ZYG11B","79699"
"ZYX","7791"
